Layout Name,Algorithm,Nodes Expanded,Path Cost
bigCorners_607,mm,"32",17
bigCorners_607,mm0,"51",17
bigCorners_608,dfs,"576",64
bigCorners_608,bfs,"106",16
bigCorners_608,astar,"32",16
bigCorners_608,ucs,"106",16
bigCorners_608,mm,"27",16
bigCorners_608,mm0,"54",16
bigCorners_609,dfs,"21",17
bigCorners_609,bfs,"122",17
bigCorners_609,astar,"34",17
bigCorners_609,ucs,"122",17
bigCorners_609,mm,"28",17
bigCorners_609,mm0,"61",17
bigCorners_61,dfs,"402",184
bigCorners_61,bfs,"504",52
bigCorners_61,astar,"154",52
bigCorners_61,ucs,"504",52
bigCorners_61,mm,"195",52
bigCorners_61,mm0,"321",52
bigCorners_610,dfs,"22",18
bigCorners_610,bfs,"133",18
bigCorners_610,astar,"38",18
bigCorners_610,ucs,"133",18
bigCorners_610,mm,"30",18
bigCorners_610,mm0,"66",18
bigCorners_611,dfs,"23",19
bigCorners_611,bfs,"147",19
bigCorners_611,astar,"41",19
bigCorners_611,ucs,"147",19
bigCorners_611,mm,"35",19
bigCorners_611,mm0,"72",19
bigCorners_612,dfs,"24",20
bigCorners_612,bfs,"168",20
bigCorners_612,astar,"44",20
bigCorners_612,ucs,"168",20
bigCorners_612,mm,"37",20
bigCorners_612,mm0,"79",20
bigCorners_613,dfs,"25",21
bigCorners_613,bfs,"174",21
bigCorners_613,astar,"45",21
bigCorners_613,ucs,"174",21
bigCorners_613,mm,"38",21
bigCorners_613,mm0,"84",21
bigCorners_614,dfs,"26",22
bigCorners_614,bfs,"183",22
bigCorners_614,astar,"46",22
bigCorners_614,ucs,"183",22
bigCorners_614,mm,"46",22
bigCorners_614,mm0,"87",22
bigCorners_615,dfs,"27",23
bigCorners_615,bfs,"195",23
bigCorners_615,astar,"47",23
bigCorners_615,ucs,"195",23
bigCorners_615,mm,"53",23
bigCorners_615,mm0,"96",23
bigCorners_616,dfs,"28",24
bigCorners_616,bfs,"201",24
bigCorners_616,astar,"48",24
bigCorners_616,ucs,"201",24
bigCorners_616,mm,"54",24
bigCorners_616,mm0,"101",24
bigCorners_617,dfs,"29",25
bigCorners_617,bfs,"201",25
bigCorners_617,astar,"49",25
bigCorners_617,ucs,"201",25
bigCorners_617,mm,"53",25
bigCorners_617,mm0,"109",25
bigCorners_618,dfs,"30",26
bigCorners_618,bfs,"201",26
bigCorners_618,astar,"57",26
bigCorners_618,ucs,"201",26
bigCorners_618,mm,"61",26
bigCorners_618,mm0,"115",26
bigCorners_619,dfs,"31",27
bigCorners_619,bfs,"205",27
bigCorners_619,astar,"59",27
bigCorners_619,ucs,"205",27
bigCorners_619,mm,"61",27
bigCorners_619,mm0,"129",27
bigCorners_62,dfs,"408",188
bigCorners_62,bfs,"516",56
bigCorners_62,astar,"154",56
bigCorners_62,ucs,"516",56
bigCorners_62,mm,"195",56
bigCorners_62,mm0,"359",56
bigCorners_620,dfs,"32",28
bigCorners_620,bfs,"210",28
bigCorners_620,astar,"61",28
bigCorners_620,ucs,"210",28
bigCorners_620,mm,"63",28
bigCorners_620,mm0,"131",28
bigCorners_621,dfs,"33",29
bigCorners_621,bfs,"216",29
bigCorners_621,astar,"63",29
bigCorners_621,ucs,"216",29
bigCorners_621,mm,"63",29
bigCorners_621,mm0,"138",29
bigCorners_622,dfs,"34",30
bigCorners_622,bfs,"222",30
bigCorners_622,astar,"69",30
bigCorners_622,ucs,"222",30
bigCorners_622,mm,"69",30
bigCorners_622,mm0,"142",30
bigCorners_623,dfs,"35",31
bigCorners_623,bfs,"222",31
bigCorners_623,astar,"72",31
bigCorners_623,ucs,"222",31
bigCorners_623,mm,"70",31
bigCorners_623,mm0,"154",31
bigCorners_624,dfs,"36",32
bigCorners_624,bfs,"222",32
bigCorners_624,astar,"75",32
bigCorners_624,ucs,"222",32
bigCorners_624,mm,"73",32
bigCorners_624,mm0,"156",32
bigCorners_625,dfs,"37",33
bigCorners_625,bfs,"222",33
bigCorners_625,astar,"76",33
bigCorners_625,ucs,"222",33
bigCorners_625,mm,"73",33
bigCorners_625,mm0,"160",33
bigCorners_626,dfs,"38",34
bigCorners_626,bfs,"222",34
bigCorners_626,astar,"77",34
bigCorners_626,ucs,"222",34
bigCorners_626,mm,"74",34
bigCorners_626,mm0,"159",34
bigCorners_627,dfs,"60",40
bigCorners_627,bfs,"222",40
bigCorners_627,astar,"96",40
bigCorners_627,ucs,"222",40
bigCorners_627,mm,"80",40
bigCorners_627,mm0,"161",40
bigCorners_628,dfs,"45",41
bigCorners_628,bfs,"222",41
bigCorners_628,astar,"98",41
bigCorners_628,ucs,"222",41
bigCorners_628,mm,"87",41
bigCorners_628,mm0,"162",41
bigCorners_629,dfs,"46",42
bigCorners_629,bfs,"222",42
bigCorners_629,astar,"100",42
bigCorners_629,ucs,"222",42
bigCorners_629,mm,"87",42
bigCorners_629,mm0,"162",42
bigCorners_63,dfs,"457",130
bigCorners_63,bfs,"539",62
bigCorners_63,astar,"275",62
bigCorners_63,ucs,"539",62
bigCorners_63,mm,"319",62
bigCorners_63,mm0,"449",62
bigCorners_630,dfs,"47",43
bigCorners_630,bfs,"222",43
bigCorners_630,astar,"100",43
bigCorners_630,ucs,"222",43
bigCorners_630,mm,"91",43
bigCorners_630,mm0,"163",43
bigCorners_631,dfs,"48",44
bigCorners_631,bfs,"222",44
bigCorners_631,astar,"100",44
bigCorners_631,ucs,"222",44
bigCorners_631,mm,"89",44
bigCorners_631,mm0,"168",44
bigCorners_632,dfs,"1",1
bigCorners_632,bfs,"2",1
bigCorners_632,astar,"1",1
bigCorners_632,ucs,"2",1
bigCorners_632,mm,"1",1
bigCorners_632,mm0,"1",1
bigCorners_633,dfs,"12",9
bigCorners_633,bfs,"20",5
bigCorners_633,astar,"8",5
bigCorners_633,ucs,"20",5
bigCorners_633,mm,"8",5
bigCorners_633,mm0,"9",5
bigCorners_634,dfs,"12",12
bigCorners_634,bfs,"24",6
bigCorners_634,astar,"11",6
bigCorners_634,ucs,"24",6
bigCorners_634,mm,"11",6
bigCorners_634,mm0,"12",6
bigCorners_635,dfs,"10",7
bigCorners_635,bfs,"26",7
bigCorners_635,astar,"12",7
bigCorners_635,ucs,"26",7
bigCorners_635,mm,"12",7
bigCorners_635,mm0,"13",7
bigCorners_636,dfs,"585",71
bigCorners_636,bfs,"35",9
bigCorners_636,astar,"17",9
bigCorners_636,ucs,"35",9
bigCorners_636,mm,"12",9
bigCorners_636,mm0,"16",9
bigCorners_637,dfs,"15",15
bigCorners_637,bfs,"95",15
bigCorners_637,astar,"29",15
bigCorners_637,ucs,"95",15
bigCorners_637,mm,"22",15
bigCorners_637,mm0,"47",15
bigCorners_638,dfs,"45",39
bigCorners_638,bfs,"168",21
bigCorners_638,astar,"45",21
bigCorners_638,ucs,"168",21
bigCorners_638,mm,"42",21
bigCorners_638,mm0,"80",21
bigCorners_639,dfs,"35",31
bigCorners_639,bfs,"210",29
bigCorners_639,astar,"61",29
bigCorners_639,ucs,"210",29
bigCorners_639,mm,"56",29
bigCorners_639,mm0,"130",29
bigCorners_64,dfs,"459",129
bigCorners_64,bfs,"539",61
bigCorners_64,astar,"275",61
bigCorners_64,ucs,"539",61
bigCorners_64,mm,"324",61
bigCorners_64,mm0,"455",61
bigCorners_640,dfs,"67",47
bigCorners_640,bfs,"222",33
bigCorners_640,astar,"76",33
bigCorners_640,ucs,"222",33
bigCorners_640,mm,"64",33
bigCorners_640,mm0,"159",33
bigCorners_641,dfs,"43",39
bigCorners_641,bfs,"222",39
bigCorners_641,astar,"89",39
bigCorners_641,ucs,"222",39
bigCorners_641,mm,"75",39
bigCorners_641,mm0,"161",39
bigCorners_642,dfs,"52",45
bigCorners_642,bfs,"222",45
bigCorners_642,astar,"100",45
bigCorners_642,ucs,"222",45
bigCorners_642,mm,"91",45
bigCorners_642,mm0,"168",45
bigCorners_643,dfs,"10",10
bigCorners_643,bfs,"20",6
bigCorners_643,astar,"9",6
bigCorners_643,ucs,"20",6
bigCorners_643,mm,"9",6
bigCorners_643,mm0,"9",6
bigCorners_644,dfs,"12",11
bigCorners_644,bfs,"24",7
bigCorners_644,astar,"11",7
bigCorners_644,ucs,"24",7
bigCorners_644,mm,"11",7
bigCorners_644,mm0,"12",7
bigCorners_645,dfs,"12",12
bigCorners_645,bfs,"26",8
bigCorners_645,astar,"12",8
bigCorners_645,ucs,"26",8
bigCorners_645,mm,"12",8
bigCorners_645,mm0,"14",8
bigCorners_646,dfs,"584",70
bigCorners_646,bfs,"42",10
bigCorners_646,astar,"18",10
bigCorners_646,ucs,"42",10
bigCorners_646,mm,"13",10
bigCorners_646,mm0,"18",10
bigCorners_647,dfs,"11",11
bigCorners_647,bfs,"54",11
bigCorners_647,astar,"19",11
bigCorners_647,ucs,"54",11
bigCorners_647,mm,"13",11
bigCorners_647,mm0,"22",11
bigCorners_648,dfs,"12",12
bigCorners_648,bfs,"62",12
bigCorners_648,astar,"20",12
bigCorners_648,ucs,"62",12
bigCorners_648,mm,"14",12
bigCorners_648,mm0,"26",12
bigCorners_649,dfs,"13",13
bigCorners_649,bfs,"72",13
bigCorners_649,astar,"22",13
bigCorners_649,ucs,"72",13
bigCorners_649,mm,"17",13
bigCorners_649,mm0,"33",13
bigCorners_65,dfs,"459",128
bigCorners_65,bfs,"539",60
bigCorners_65,astar,"275",60
bigCorners_65,ucs,"539",60
bigCorners_65,mm,"294",60
bigCorners_65,mm0,"455",60
bigCorners_650,dfs,"14",14
bigCorners_650,bfs,"80",14
bigCorners_650,astar,"26",14
bigCorners_650,ucs,"80",14
bigCorners_650,mm,"21",14
bigCorners_650,mm0,"39",14
bigCorners_651,dfs,"15",15
bigCorners_651,bfs,"80",15
bigCorners_651,astar,"26",15
bigCorners_651,ucs,"80",15
bigCorners_651,mm,"23",15
bigCorners_651,mm0,"39",15
bigCorners_652,dfs,"16",16
bigCorners_652,bfs,"80",16
bigCorners_652,astar,"26",16
bigCorners_652,ucs,"80",16
bigCorners_652,mm,"23",16
bigCorners_652,mm0,"38",16
bigCorners_653,dfs,"44",38
bigCorners_653,bfs,"168",22
bigCorners_653,astar,"46",22
bigCorners_653,ucs,"168",22
bigCorners_653,mm,"42",22
bigCorners_653,mm0,"81",22
bigCorners_654,dfs,"27",23
bigCorners_654,bfs,"174",23
bigCorners_654,astar,"47",23
bigCorners_654,ucs,"174",23
bigCorners_654,mm,"44",23
bigCorners_654,mm0,"82",23
bigCorners_655,dfs,"28",24
bigCorners_655,bfs,"183",24
bigCorners_655,astar,"48",24
bigCorners_655,ucs,"183",24
bigCorners_655,mm,"44",24
bigCorners_655,mm0,"85",24
bigCorners_656,dfs,"29",25
bigCorners_656,bfs,"195",25
bigCorners_656,astar,"49",25
bigCorners_656,ucs,"195",25
bigCorners_656,mm,"46",25
bigCorners_656,mm0,"91",25
bigCorners_657,dfs,"30",26
bigCorners_657,bfs,"201",26
bigCorners_657,astar,"50",26
bigCorners_657,ucs,"201",26
bigCorners_657,mm,"44",26
bigCorners_657,mm0,"97",26
bigCorners_658,dfs,"31",27
bigCorners_658,bfs,"201",27
bigCorners_658,astar,"52",27
bigCorners_658,ucs,"201",27
bigCorners_658,mm,"46",27
bigCorners_658,mm0,"104",27
bigCorners_659,dfs,"32",28
bigCorners_659,bfs,"201",28
bigCorners_659,astar,"59",28
bigCorners_659,ucs,"201",28
bigCorners_659,mm,"46",28
bigCorners_659,mm0,"108",28
bigCorners_66,dfs,"458",129
bigCorners_66,bfs,"539",61
bigCorners_66,astar,"275",61
bigCorners_66,ucs,"539",61
bigCorners_66,mm,"297",61
bigCorners_66,mm0,"455",61
bigCorners_660,dfs,"33",29
bigCorners_660,bfs,"205",29
bigCorners_660,astar,"60",29
bigCorners_660,ucs,"205",29
bigCorners_660,mm,"54",29
bigCorners_660,mm0,"120",29
bigCorners_661,dfs,"34",30
bigCorners_661,bfs,"210",30
bigCorners_661,astar,"61",30
bigCorners_661,ucs,"210",30
bigCorners_661,mm,"53",30
bigCorners_661,mm0,"126",30
bigCorners_662,dfs,"35",31
bigCorners_662,bfs,"210",31
bigCorners_662,astar,"61",31
bigCorners_662,ucs,"210",31
bigCorners_662,mm,"55",31
bigCorners_662,mm0,"126",31
bigCorners_663,dfs,"36",32
bigCorners_663,bfs,"210",32
bigCorners_663,astar,"61",32
bigCorners_663,ucs,"210",32
bigCorners_663,mm,"54",32
bigCorners_663,mm0,"119",32
bigCorners_664,dfs,"66",46
bigCorners_664,bfs,"222",34
bigCorners_664,astar,"77",34
bigCorners_664,ucs,"222",34
bigCorners_664,mm,"71",34
bigCorners_664,mm0,"157",34
bigCorners_665,dfs,"39",35
bigCorners_665,bfs,"222",35
bigCorners_665,astar,"78",35
bigCorners_665,ucs,"222",35
bigCorners_665,mm,"76",35
bigCorners_665,mm0,"160",35
bigCorners_666,dfs,"40",36
bigCorners_666,bfs,"222",36
bigCorners_666,astar,"79",36
bigCorners_666,ucs,"222",36
bigCorners_666,mm,"77",36
bigCorners_666,mm0,"160",36
bigCorners_667,dfs,"41",37
bigCorners_667,bfs,"222",37
bigCorners_667,astar,"81",37
bigCorners_667,ucs,"222",37
bigCorners_667,mm,"77",37
bigCorners_667,mm0,"161",37
bigCorners_668,dfs,"42",38
bigCorners_668,bfs,"222",38
bigCorners_668,astar,"86",38
bigCorners_668,ucs,"222",38
bigCorners_668,mm,"82",38
bigCorners_668,mm0,"160",38
bigCorners_669,dfs,"52",48
bigCorners_669,bfs,"222",48
bigCorners_669,astar,"100",48
bigCorners_669,ucs,"222",48
bigCorners_669,mm,"105",48
bigCorners_669,mm0,"178",48
bigCorners_67,dfs,"459",130
bigCorners_67,bfs,"539",62
bigCorners_67,astar,"275",62
bigCorners_67,ucs,"539",62
bigCorners_67,mm,"291",62
bigCorners_67,mm0,"449",62
bigCorners_670,dfs,"52",47
bigCorners_670,bfs,"222",47
bigCorners_670,astar,"100",47
bigCorners_670,ucs,"222",47
bigCorners_670,mm,"103",47
bigCorners_670,mm0,"173",47
bigCorners_671,dfs,"52",46
bigCorners_671,bfs,"222",46
bigCorners_671,astar,"100",46
bigCorners_671,ucs,"222",46
bigCorners_671,mm,"89",46
bigCorners_671,mm0,"173",46
bigCorners_68,dfs,"450",92
bigCorners_68,bfs,"536",64
bigCorners_68,astar,"298",64
bigCorners_68,ucs,"536",64
bigCorners_68,mm,"301",64
bigCorners_68,mm0,"448",64
bigCorners_69,dfs,"447",93
bigCorners_69,bfs,"536",65
bigCorners_69,astar,"298",65
bigCorners_69,ucs,"536",65
bigCorners_69,mm,"306",65
bigCorners_69,mm0,"452",65
bigCorners_7,dfs,"448",102
bigCorners_7,bfs,"484",46
bigCorners_7,astar,"113",46
bigCorners_7,ucs,"484",46
bigCorners_7,mm,"136",46
bigCorners_7,mm0,"251",46
bigCorners_70,dfs,"448",94
bigCorners_70,bfs,"536",66
bigCorners_70,astar,"298",66
bigCorners_70,ucs,"536",66
bigCorners_70,mm,"301",66
bigCorners_70,mm0,"448",66
bigCorners_71,dfs,"449",95
bigCorners_71,bfs,"536",67
bigCorners_71,astar,"298",67
bigCorners_71,ucs,"536",67
bigCorners_71,mm,"311",67
bigCorners_71,mm0,"451",67
bigCorners_72,dfs,"450",96
bigCorners_72,bfs,"536",68
bigCorners_72,astar,"298",68
bigCorners_72,ucs,"536",68
bigCorners_72,mm,"307",68
bigCorners_72,mm0,"447",68
bigCorners_73,dfs,"447",118
bigCorners_73,bfs,"637",78
bigCorners_73,astar,"383",78
bigCorners_73,ucs,"637",78
bigCorners_73,mm,"482",78
bigCorners_73,mm0,"512",78
bigCorners_74,dfs,"362",128
bigCorners_74,bfs,"634",72
bigCorners_74,astar,"383",72
bigCorners_74,ucs,"634",72
bigCorners_74,mm,"379",72
bigCorners_74,mm0,"492",72
bigCorners_75,dfs,"359",129
bigCorners_75,bfs,"634",73
bigCorners_75,astar,"383",73
bigCorners_75,ucs,"634",73
bigCorners_75,mm,"385",73
bigCorners_75,mm0,"495",73
bigCorners_76,dfs,"360",130
bigCorners_76,bfs,"634",74
bigCorners_76,astar,"383",74
bigCorners_76,ucs,"634",74
bigCorners_76,mm,"378",74
bigCorners_76,mm0,"498",74
bigCorners_77,dfs,"423",131
bigCorners_77,bfs,"411",39
bigCorners_77,astar,"89",39
bigCorners_77,ucs,"411",39
bigCorners_77,mm,"104",39
bigCorners_77,mm0,"194",39
bigCorners_78,dfs,"409",173
bigCorners_78,bfs,"492",49
bigCorners_78,astar,"140",49
bigCorners_78,ucs,"492",49
bigCorners_78,mm,"176",49
bigCorners_78,mm0,"269",49
bigCorners_79,dfs,"408",185
bigCorners_79,bfs,"504",53
bigCorners_79,astar,"154",53
bigCorners_79,ucs,"504",53
bigCorners_79,mm,"204",53
bigCorners_79,mm0,"326",53
bigCorners_8,dfs,"427",143
bigCorners_8,bfs,"492",47
bigCorners_8,astar,"114",47
bigCorners_8,ucs,"492",47
bigCorners_8,mm,"137",47
bigCorners_8,mm0,"266",47
bigCorners_80,dfs,"408",189
bigCorners_80,bfs,"516",57
bigCorners_80,astar,"154",57
bigCorners_80,ucs,"516",57
bigCorners_80,mm,"218",57
bigCorners_80,mm0,"362",57
bigCorners_81,dfs,"459",131
bigCorners_81,bfs,"539",63
bigCorners_81,astar,"275",63
bigCorners_81,ucs,"539",63
bigCorners_81,mm,"332",63
bigCorners_81,mm0,"448",63
bigCorners_82,dfs,"459",127
bigCorners_82,bfs,"540",59
bigCorners_82,astar,"252",59
bigCorners_82,ucs,"540",59
bigCorners_82,mm,"302",59
bigCorners_82,mm0,"448",59
bigCorners_83,dfs,"450",91
bigCorners_83,bfs,"536",65
bigCorners_83,astar,"301",65
bigCorners_83,ucs,"536",65
bigCorners_83,mm,"347",65
bigCorners_83,mm0,"452",65
bigCorners_84,dfs,"446",117
bigCorners_84,bfs,"637",77
bigCorners_84,astar,"383",77
bigCorners_84,ucs,"637",77
bigCorners_84,mm,"489",77
bigCorners_84,mm0,"511",77
bigCorners_85,dfs,"357",127
bigCorners_85,bfs,"640",73
bigCorners_85,astar,"442",73
bigCorners_85,ucs,"640",73
bigCorners_85,mm,"464",73
bigCorners_85,mm0,"499",73
bigCorners_86,dfs,"439",128
bigCorners_86,bfs,"342",38
bigCorners_86,astar,"75",38
bigCorners_86,ucs,"342",38
bigCorners_86,mm,"60",38
bigCorners_86,mm0,"156",38
bigCorners_87,dfs,"438",129
bigCorners_87,bfs,"342",39
bigCorners_87,astar,"75",39
bigCorners_87,ucs,"342",39
bigCorners_87,mm,"74",39
bigCorners_87,mm0,"155",39
bigCorners_88,dfs,"439",130
bigCorners_88,bfs,"342",40
bigCorners_88,astar,"75",40
bigCorners_88,ucs,"342",40
bigCorners_88,mm,"79",40
bigCorners_88,mm0,"155",40
bigCorners_89,dfs,"423",130
bigCorners_89,bfs,"401",38
bigCorners_89,astar,"83",38
bigCorners_89,ucs,"401",38
bigCorners_89,mm,"99",38
bigCorners_89,mm0,"186",38
bigCorners_9,dfs,"427",144
bigCorners_9,bfs,"494",48
bigCorners_9,astar,"115",48
bigCorners_9,ucs,"494",48
bigCorners_9,mm,"147",48
bigCorners_9,mm0,"275",48
bigCorners_90,dfs,"427",132
bigCorners_90,bfs,"372",40
bigCorners_90,astar,"79",40
bigCorners_90,ucs,"372",40
bigCorners_90,mm,"97",40
bigCorners_90,mm0,"167",40
bigCorners_91,dfs,"409",174
bigCorners_91,bfs,"471",50
bigCorners_91,astar,"103",50
bigCorners_91,ucs,"471",50
bigCorners_91,mm,"142",50
bigCorners_91,mm0,"236",50
bigCorners_92,dfs,"409",172
bigCorners_92,bfs,"486",48
bigCorners_92,astar,"136",48
bigCorners_92,ucs,"486",48
bigCorners_92,mm,"161",48
bigCorners_92,mm0,"255",48
bigCorners_93,dfs,"408",173
bigCorners_93,bfs,"486",49
bigCorners_93,astar,"136",49
bigCorners_93,ucs,"486",49
bigCorners_93,mm,"169",49
bigCorners_93,mm0,"259",49
bigCorners_94,dfs,"409",174
bigCorners_94,bfs,"486",50
bigCorners_94,astar,"136",50
bigCorners_94,ucs,"486",50
bigCorners_94,mm,"167",50
bigCorners_94,mm0,"258",50
bigCorners_95,dfs,"408",186
bigCorners_95,bfs,"504",54
bigCorners_95,astar,"154",54
bigCorners_95,ucs,"504",54
bigCorners_95,mm,"218",54
bigCorners_95,mm0,"321",54
bigCorners_96,dfs,"408",190
bigCorners_96,bfs,"516",58
bigCorners_96,astar,"154",58
bigCorners_96,ucs,"516",58
bigCorners_96,mm,"219",58
bigCorners_96,mm0,"357",58
bigCorners_97,dfs,"459",132
bigCorners_97,bfs,"539",64
bigCorners_97,astar,"275",64
bigCorners_97,ucs,"539",64
bigCorners_97,mm,"328",64
bigCorners_97,mm0,"440",64
bigCorners_98,dfs,"459",126
bigCorners_98,bfs,"538",58
bigCorners_98,astar,"174",58
bigCorners_98,ucs,"538",58
bigCorners_98,mm,"221",58
bigCorners_98,mm0,"422",58
bigCorners_99,dfs,"458",127
bigCorners_99,bfs,"538",59
bigCorners_99,astar,"174",59
bigCorners_99,ucs,"538",59
bigCorners_99,mm,"286",59
bigCorners_99,mm0,"428",59
bigMaze,dfs,"390",210
bigMaze,bfs,"620",210
bigMaze,astar,"549",210
bigMaze,ucs,"620",210
bigMaze,mm,"605",210
bigMaze,mm0,"605",210
bigMaze_0,dfs,"628",50
bigMaze_0,bfs,"224",50
bigMaze_0,astar,"104",50
bigMaze_0,ucs,"224",50
bigMaze_0,mm,"104",50
bigMaze_0,mm0,"121",50
bigMaze_1,dfs,"623",51
bigMaze_1,bfs,"224",51
bigMaze_1,astar,"104",51
bigMaze_1,ucs,"224",51
bigMaze_1,mm,"107",51
bigMaze_1,mm0,"117",51
bigMaze_10,dfs,"582",61
bigMaze_10,bfs,"383",61
bigMaze_10,astar,"160",61
bigMaze_10,ucs,"383",61
bigMaze_10,mm,"145",61
bigMaze_10,mm0,"194",61
bigMaze_100,dfs,"611",41
bigMaze_100,bfs,"224",41
bigMaze_100,astar,"96",41
bigMaze_100,ucs,"224",41
bigMaze_100,mm,"97",41
bigMaze_100,mm0,"129",41
bigMaze_101,dfs,"613",43
bigMaze_101,bfs,"224",43
bigMaze_101,astar,"94",43
bigMaze_101,ucs,"224",43
bigMaze_101,mm,"94",43
bigMaze_101,mm0,"127",43
bigMaze_102,dfs,"144",53
bigMaze_102,bfs,"303",53
bigMaze_102,astar,"118",53
bigMaze_102,ucs,"303",53
bigMaze_102,mm,"122",53
bigMaze_102,mm0,"174",53
bigMaze_103,dfs,"146",51
bigMaze_103,bfs,"315",51
bigMaze_103,astar,"119",51
bigMaze_103,ucs,"315",51
bigMaze_103,mm,"125",51
bigMaze_103,mm0,"180",51
bigMaze_104,dfs,"165",61
bigMaze_104,bfs,"369",61
bigMaze_104,astar,"138",61
bigMaze_104,ucs,"369",61
bigMaze_104,mm,"143",61
bigMaze_104,mm0,"188",61
bigMaze_105,dfs,"576",71
bigMaze_105,bfs,"437",71
bigMaze_105,astar,"243",71
bigMaze_105,ucs,"437",71
bigMaze_105,mm,"253",71
bigMaze_105,mm0,"263",71
bigMaze_106,dfs,"268",113
bigMaze_106,bfs,"588",113
bigMaze_106,astar,"455",113
bigMaze_106,ucs,"588",113
bigMaze_106,mm,"458",113
bigMaze_106,mm0,"454",113
bigMaze_107,dfs,"264",115
bigMaze_107,bfs,"588",115
bigMaze_107,astar,"455",115
bigMaze_107,ucs,"588",115
bigMaze_107,mm,"458",115
bigMaze_107,mm0,"454",115
bigMaze_108,dfs,"266",123
bigMaze_108,bfs,"620",123
bigMaze_108,astar,"521",123
bigMaze_108,ucs,"620",123
bigMaze_108,mm,"526",123
bigMaze_108,mm0,"528",123
bigMaze_109,dfs,"270",127
bigMaze_109,bfs,"620",127
bigMaze_109,astar,"547",127
bigMaze_109,ucs,"620",127
bigMaze_109,mm,"551",127
bigMaze_109,mm0,"551",127
bigMaze_11,dfs,"582",60
bigMaze_11,bfs,"383",60
bigMaze_11,astar,"160",60
bigMaze_11,ucs,"383",60
bigMaze_11,mm,"141",60
bigMaze_11,mm0,"197",60
bigMaze_110,dfs,"628",40
bigMaze_110,bfs,"224",40
bigMaze_110,astar,"86",40
bigMaze_110,ucs,"224",40
bigMaze_110,mm,"85",40
bigMaze_110,mm0,"130",40
bigMaze_111,dfs,"632",39
bigMaze_111,bfs,"224",39
bigMaze_111,astar,"86",39
bigMaze_111,ucs,"224",39
bigMaze_111,mm,"86",39
bigMaze_111,mm0,"130",39
bigMaze_112,dfs,"632",38
bigMaze_112,bfs,"224",38
bigMaze_112,astar,"86",38
bigMaze_112,ucs,"224",38
bigMaze_112,mm,"83",38
bigMaze_112,mm0,"133",38
bigMaze_113,dfs,"609",39
bigMaze_113,bfs,"224",39
bigMaze_113,astar,"88",39
bigMaze_113,ucs,"224",39
bigMaze_113,mm,"89",39
bigMaze_113,mm0,"131",39
bigMaze_114,dfs,"610",40
bigMaze_114,bfs,"224",40
bigMaze_114,astar,"94",40
bigMaze_114,ucs,"224",40
bigMaze_114,mm,"90",40
bigMaze_114,mm0,"131",40
bigMaze_115,dfs,"611",41
bigMaze_115,bfs,"224",41
bigMaze_115,astar,"94",41
bigMaze_115,ucs,"224",41
bigMaze_115,mm,"93",41
bigMaze_115,mm0,"129",41
bigMaze_116,dfs,"612",42
bigMaze_116,bfs,"224",42
bigMaze_116,astar,"94",42
bigMaze_116,ucs,"224",42
bigMaze_116,mm,"92",42
bigMaze_116,mm0,"129",42
bigMaze_117,dfs,"143",52
bigMaze_117,bfs,"303",52
bigMaze_117,astar,"118",52
bigMaze_117,ucs,"303",52
bigMaze_117,mm,"119",52
bigMaze_117,mm0,"175",52
bigMaze_118,dfs,"145",51
bigMaze_118,bfs,"303",51
bigMaze_118,astar,"118",51
bigMaze_118,ucs,"303",51
bigMaze_118,mm,"122",51
bigMaze_118,mm0,"178",51
bigMaze_119,dfs,"145",50
bigMaze_119,bfs,"303",50
bigMaze_119,astar,"118",50
bigMaze_119,ucs,"303",50
bigMaze_119,mm,"119",50
bigMaze_119,mm0,"179",50
bigMaze_12,dfs,"164",61
bigMaze_12,bfs,"391",61
bigMaze_12,astar,"193",61
bigMaze_12,ucs,"391",61
bigMaze_12,mm,"184",61
bigMaze_12,mm0,"201",61
bigMaze_120,dfs,"590",49
bigMaze_120,bfs,"288",49
bigMaze_120,astar,"115",49
bigMaze_120,ucs,"288",49
bigMaze_120,mm,"118",49
bigMaze_120,mm0,"176",49
bigMaze_121,dfs,"590",48
bigMaze_121,bfs,"281",48
bigMaze_121,astar,"112",48
bigMaze_121,ucs,"281",48
bigMaze_121,mm,"110",48
bigMaze_121,mm0,"173",48
bigMaze_122,dfs,"165",62
bigMaze_122,bfs,"369",62
bigMaze_122,astar,"138",62
bigMaze_122,ucs,"369",62
bigMaze_122,mm,"140",62
bigMaze_122,mm0,"184",62
bigMaze_123,dfs,"164",63
bigMaze_123,bfs,"369",63
bigMaze_123,astar,"138",63
bigMaze_123,ucs,"369",63
bigMaze_123,mm,"145",63
bigMaze_123,mm0,"183",63
bigMaze_124,dfs,"165",64
bigMaze_124,bfs,"369",64
bigMaze_124,astar,"138",64
bigMaze_124,ucs,"369",64
bigMaze_124,mm,"142",64
bigMaze_124,mm0,"181",64
bigMaze_125,dfs,"576",74
bigMaze_125,bfs,"440",74
bigMaze_125,astar,"252",74
bigMaze_125,ucs,"440",74
bigMaze_125,mm,"256",74
bigMaze_125,mm0,"271",74
bigMaze_126,dfs,"576",73
bigMaze_126,bfs,"440",73
bigMaze_126,astar,"252",73
bigMaze_126,ucs,"440",73
bigMaze_126,mm,"258",73
bigMaze_126,mm0,"269",73
bigMaze_127,dfs,"576",72
bigMaze_127,bfs,"440",72
bigMaze_127,astar,"252",72
