Layout Name,Algorithm,Nodes Expanded,Path Cost
bigCorners_222,ucs,"328",37
bigCorners_222,mm,"76",37
bigCorners_222,mm0,"150",37
bigCorners_223,dfs,"419",153
bigCorners_223,bfs,"306",29
bigCorners_223,astar,"56",29
bigCorners_223,ucs,"306",29
bigCorners_223,mm,"62",29
bigCorners_223,mm0,"140",29
bigCorners_224,dfs,"419",169
bigCorners_224,bfs,"372",45
bigCorners_224,astar,"85",45
bigCorners_224,ucs,"372",45
bigCorners_224,mm,"117",45
bigCorners_224,mm0,"167",45
bigCorners_225,dfs,"468",115
bigCorners_225,bfs,"475",47
bigCorners_225,astar,"128",47
bigCorners_225,ucs,"475",47
bigCorners_225,mm,"169",47
bigCorners_225,mm0,"226",47
bigCorners_226,dfs,"469",113
bigCorners_226,bfs,"483",45
bigCorners_226,astar,"129",45
bigCorners_226,ucs,"483",45
bigCorners_226,mm,"159",45
bigCorners_226,mm0,"226",45
bigCorners_227,dfs,"450",103
bigCorners_227,bfs,"544",73
bigCorners_227,astar,"324",73
bigCorners_227,ucs,"544",73
bigCorners_227,mm,"412",73
bigCorners_227,mm0,"467",73
bigCorners_228,dfs,"446",115
bigCorners_228,bfs,"651",81
bigCorners_228,astar,"280",81
bigCorners_228,ucs,"651",81
bigCorners_228,mm,"451",81
bigCorners_228,mm0,"517",81
bigCorners_229,dfs,"445",117
bigCorners_229,bfs,"651",85
bigCorners_229,astar,"280",85
bigCorners_229,ucs,"651",85
bigCorners_229,mm,"479",85
bigCorners_229,mm0,"534",85
bigCorners_23,dfs,"277",78
bigCorners_23,bfs,"536",62
bigCorners_23,astar,"292",62
bigCorners_23,ucs,"536",62
bigCorners_23,mm,"326",62
bigCorners_23,mm0,"450",62
bigCorners_230,dfs,"452",65
bigCorners_230,bfs,"651",65
bigCorners_230,astar,"160",65
bigCorners_230,ucs,"651",65
bigCorners_230,mm,"193",65
bigCorners_230,mm0,"379",65
bigCorners_231,dfs,"427",130
bigCorners_231,bfs,"328",38
bigCorners_231,astar,"69",38
bigCorners_231,ucs,"328",38
bigCorners_231,mm,"76",38
bigCorners_231,mm0,"146",38
bigCorners_232,dfs,"419",152
bigCorners_232,bfs,"300",28
bigCorners_232,astar,"55",28
bigCorners_232,ucs,"300",28
bigCorners_232,mm,"62",28
bigCorners_232,mm0,"124",28
bigCorners_233,dfs,"419",170
bigCorners_233,bfs,"372",46
bigCorners_233,astar,"85",46
bigCorners_233,ucs,"372",46
bigCorners_233,mm,"117",46
bigCorners_233,mm0,"165",46
bigCorners_234,dfs,"490",128
bigCorners_234,bfs,"365",40
bigCorners_234,astar,"101",40
bigCorners_234,ucs,"365",40
bigCorners_234,mm,"100",40
bigCorners_234,mm0,"156",40
bigCorners_235,dfs,"494",127
bigCorners_235,bfs,"365",39
bigCorners_235,astar,"101",39
bigCorners_235,ucs,"365",39
bigCorners_235,mm,"102",39
bigCorners_235,mm0,"157",39
bigCorners_236,dfs,"494",126
bigCorners_236,bfs,"365",38
bigCorners_236,astar,"101",38
bigCorners_236,ucs,"365",38
bigCorners_236,mm,"99",38
bigCorners_236,mm0,"159",38
bigCorners_237,dfs,"493",127
bigCorners_237,bfs,"365",39
bigCorners_237,astar,"101",39
bigCorners_237,ucs,"365",39
bigCorners_237,mm,"109",39
bigCorners_237,mm0,"157",39
bigCorners_238,dfs,"494",128
bigCorners_238,bfs,"365",40
bigCorners_238,astar,"101",40
bigCorners_238,ucs,"365",40
bigCorners_238,mm,"109",40
bigCorners_238,mm0,"156",40
bigCorners_239,dfs,"467",114
bigCorners_239,bfs,"475",46
bigCorners_239,astar,"128",46
bigCorners_239,ucs,"475",46
bigCorners_239,mm,"161",46
bigCorners_239,mm0,"218",46
bigCorners_24,dfs,"278",79
bigCorners_24,bfs,"540",63
bigCorners_24,astar,"293",63
bigCorners_24,ucs,"540",63
bigCorners_24,mm,"318",63
bigCorners_24,mm0,"458",63
bigCorners_240,dfs,"469",113
bigCorners_240,bfs,"475",45
bigCorners_240,astar,"128",45
bigCorners_240,ucs,"475",45
bigCorners_240,mm,"163",45
bigCorners_240,mm0,"220",45
bigCorners_241,dfs,"469",112
bigCorners_241,bfs,"475",44
bigCorners_241,astar,"128",44
bigCorners_241,ucs,"475",44
bigCorners_241,mm,"153",44
bigCorners_241,mm0,"213",44
bigCorners_242,dfs,"481",122
bigCorners_242,bfs,"450",54
bigCorners_242,astar,"147",54
bigCorners_242,ucs,"450",54
bigCorners_242,mm,"216",54
bigCorners_242,mm0,"228",54
bigCorners_243,dfs,"481",121
bigCorners_243,bfs,"450",53
bigCorners_243,astar,"147",53
bigCorners_243,ucs,"450",53
bigCorners_243,mm,"217",53
bigCorners_243,mm0,"228",53
bigCorners_244,dfs,"481",120
bigCorners_244,bfs,"450",52
bigCorners_244,astar,"147",52
bigCorners_244,ucs,"450",52
bigCorners_244,mm,"208",52
bigCorners_244,mm0,"222",52
bigCorners_245,dfs,"481",119
bigCorners_245,bfs,"450",51
bigCorners_245,astar,"147",51
bigCorners_245,ucs,"450",51
bigCorners_245,mm,"208",51
bigCorners_245,mm0,"222",51
bigCorners_246,dfs,"481",118
bigCorners_246,bfs,"450",50
bigCorners_246,astar,"147",50
bigCorners_246,ucs,"450",50
bigCorners_246,mm,"187",50
bigCorners_246,mm0,"217",50
bigCorners_247,dfs,"450",104
bigCorners_247,bfs,"544",76
bigCorners_247,astar,"325",76
bigCorners_247,ucs,"544",76
bigCorners_247,mm,"419",76
bigCorners_247,mm0,"477",76
bigCorners_248,dfs,"450",103
bigCorners_248,bfs,"544",75
bigCorners_248,astar,"325",75
bigCorners_248,ucs,"544",75
bigCorners_248,mm,"425",75
bigCorners_248,mm0,"474",75
bigCorners_249,dfs,"450",102
bigCorners_249,bfs,"544",74
bigCorners_249,astar,"325",74
bigCorners_249,ucs,"544",74
bigCorners_249,mm,"407",74
bigCorners_249,mm0,"470",74
bigCorners_25,dfs,"279",80
bigCorners_25,bfs,"548",64
bigCorners_25,astar,"294",64
bigCorners_25,ucs,"548",64
bigCorners_25,mm,"320",64
bigCorners_25,mm0,"455",64
bigCorners_250,dfs,"449",103
bigCorners_250,bfs,"544",75
bigCorners_250,astar,"325",75
bigCorners_250,ucs,"544",75
bigCorners_250,mm,"425",75
bigCorners_250,mm0,"474",75
bigCorners_251,dfs,"450",104
bigCorners_251,bfs,"544",76
bigCorners_251,astar,"325",76
bigCorners_251,ucs,"544",76
bigCorners_251,mm,"419",76
bigCorners_251,mm0,"477",76
bigCorners_252,dfs,"446",114
bigCorners_252,bfs,"651",82
bigCorners_252,astar,"280",82
bigCorners_252,ucs,"651",82
bigCorners_252,mm,"450",82
bigCorners_252,mm0,"516",82
bigCorners_253,dfs,"443",115
bigCorners_253,bfs,"651",83
bigCorners_253,astar,"280",83
bigCorners_253,ucs,"651",83
bigCorners_253,mm,"464",83
bigCorners_253,mm0,"527",83
bigCorners_254,dfs,"444",116
bigCorners_254,bfs,"651",84
bigCorners_254,astar,"280",84
bigCorners_254,ucs,"651",84
bigCorners_254,mm,"463",84
bigCorners_254,mm0,"526",84
bigCorners_255,dfs,"452",66
bigCorners_255,bfs,"651",66
bigCorners_255,astar,"159",66
bigCorners_255,ucs,"651",66
bigCorners_255,mm,"235",66
bigCorners_255,mm0,"357",66
bigCorners_256,dfs,"452",65
bigCorners_256,bfs,"651",65
bigCorners_256,astar,"159",65
bigCorners_256,ucs,"651",65
bigCorners_256,mm,"232",65
bigCorners_256,mm0,"363",65
bigCorners_257,dfs,"452",64
bigCorners_257,bfs,"651",64
bigCorners_257,astar,"159",64
bigCorners_257,ucs,"651",64
bigCorners_257,mm,"188",64
bigCorners_257,mm0,"357",64
bigCorners_258,dfs,"419",151
bigCorners_258,bfs,"294",27
bigCorners_258,astar,"54",27
bigCorners_258,ucs,"294",27
bigCorners_258,mm,"61",27
bigCorners_258,mm0,"121",27
bigCorners_259,dfs,"494",129
bigCorners_259,bfs,"365",41
bigCorners_259,astar,"101",41
bigCorners_259,ucs,"365",41
bigCorners_259,mm,"114",41
bigCorners_259,mm0,"156",41
bigCorners_26,dfs,"280",81
bigCorners_26,bfs,"556",65
bigCorners_26,astar,"295",65
bigCorners_26,ucs,"556",65
bigCorners_26,mm,"314",65
bigCorners_26,mm0,"461",65
bigCorners_260,dfs,"485",125
bigCorners_260,bfs,"365",37
bigCorners_260,astar,"101",37
bigCorners_260,ucs,"365",37
bigCorners_260,mm,"104",37
bigCorners_260,mm0,"162",37
bigCorners_261,dfs,"469",111
bigCorners_261,bfs,"465",43
bigCorners_261,astar,"127",43
bigCorners_261,ucs,"465",43
bigCorners_261,mm,"154",43
bigCorners_261,mm0,"211",43
bigCorners_262,dfs,"476",117
bigCorners_262,bfs,"450",49
bigCorners_262,astar,"147",49
bigCorners_262,ucs,"450",49
bigCorners_262,mm,"188",49
bigCorners_262,mm0,"217",49
bigCorners_263,dfs,"450",101
bigCorners_263,bfs,"544",75
bigCorners_263,astar,"326",75
bigCorners_263,ucs,"544",75
bigCorners_263,mm,"427",75
bigCorners_263,mm0,"474",75
bigCorners_264,dfs,"446",113
bigCorners_264,bfs,"651",83
bigCorners_264,astar,"280",83
bigCorners_264,ucs,"651",83
bigCorners_264,mm,"464",83
bigCorners_264,mm0,"527",83
bigCorners_265,dfs,"452",63
bigCorners_265,bfs,"651",63
bigCorners_265,astar,"158",63
bigCorners_265,ucs,"651",63
bigCorners_265,mm,"188",63
bigCorners_265,mm0,"346",63
bigCorners_266,dfs,"528",92
bigCorners_266,bfs,"223",24
bigCorners_266,astar,"35",24
bigCorners_266,ucs,"223",24
bigCorners_266,mm,"35",24
bigCorners_266,mm0,"82",24
bigCorners_267,dfs,"426",149
bigCorners_267,bfs,"263",25
bigCorners_267,astar,"38",25
bigCorners_267,ucs,"263",25
bigCorners_267,mm,"41",25
bigCorners_267,mm0,"98",25
bigCorners_268,dfs,"419",150
bigCorners_268,bfs,"289",26
bigCorners_268,astar,"53",26
bigCorners_268,ucs,"289",26
bigCorners_268,mm,"60",26
bigCorners_268,mm0,"110",26
bigCorners_269,dfs,"420",151
bigCorners_269,bfs,"289",27
bigCorners_269,astar,"53",27
bigCorners_269,ucs,"289",27
bigCorners_269,mm,"66",27
bigCorners_269,mm0,"111",27
bigCorners_27,dfs,"281",82
bigCorners_27,bfs,"562",66
bigCorners_27,astar,"296",66
bigCorners_27,ucs,"562",66
bigCorners_27,mm,"316",66
bigCorners_27,mm0,"460",66
bigCorners_270,dfs,"421",152
bigCorners_270,bfs,"289",28
bigCorners_270,astar,"53",28
bigCorners_270,ucs,"289",28
bigCorners_270,mm,"73",28
bigCorners_270,mm0,"103",28
bigCorners_271,dfs,"494",130
bigCorners_271,bfs,"365",42
bigCorners_271,astar,"101",42
bigCorners_271,ucs,"365",42
bigCorners_271,mm,"113",42
bigCorners_271,mm0,"155",42
bigCorners_272,dfs,"484",124
bigCorners_272,bfs,"365",36
bigCorners_272,astar,"101",36
bigCorners_272,ucs,"365",36
bigCorners_272,mm,"101",36
bigCorners_272,mm0,"165",36
bigCorners_273,dfs,"518",105
bigCorners_273,bfs,"378",37
bigCorners_273,astar,"103",37
bigCorners_273,ucs,"378",37
bigCorners_273,mm,"116",37
bigCorners_273,mm0,"170",37
bigCorners_274,dfs,"518",106
bigCorners_274,bfs,"401",38
bigCorners_274,astar,"105",38
bigCorners_274,ucs,"401",38
bigCorners_274,mm,"115",38
bigCorners_274,mm0,"174",38
bigCorners_275,dfs,"518",107
bigCorners_275,bfs,"408",39
bigCorners_275,astar,"108",39
bigCorners_275,ucs,"408",39
bigCorners_275,mm,"124",39
bigCorners_275,mm0,"181",39
bigCorners_276,dfs,"518",108
bigCorners_276,bfs,"424",40
bigCorners_276,astar,"118",40
bigCorners_276,ucs,"424",40
bigCorners_276,mm,"126",40
bigCorners_276,mm0,"187",40
bigCorners_277,dfs,"518",109
bigCorners_277,bfs,"444",41
bigCorners_277,astar,"122",41
bigCorners_277,ucs,"444",41
bigCorners_277,mm,"142",41
bigCorners_277,mm0,"197",41
bigCorners_278,dfs,"469",110
bigCorners_278,bfs,"456",42
bigCorners_278,astar,"126",42
bigCorners_278,ucs,"456",42
bigCorners_278,mm,"143",42
bigCorners_278,mm0,"200",42
bigCorners_279,dfs,"470",111
bigCorners_279,bfs,"456",43
bigCorners_279,astar,"128",43
bigCorners_279,ucs,"456",43
bigCorners_279,mm,"154",43
bigCorners_279,mm0,"205",43
bigCorners_28,dfs,"282",83
bigCorners_28,bfs,"574",67
bigCorners_28,astar,"297",67
bigCorners_28,ucs,"574",67
bigCorners_28,mm,"312",67
bigCorners_28,mm0,"467",67
bigCorners_280,dfs,"471",112
bigCorners_280,bfs,"450",44
bigCorners_280,astar,"135",44
bigCorners_280,ucs,"450",44
bigCorners_280,mm,"154",44
bigCorners_280,mm0,"202",44
bigCorners_281,dfs,"472",113
bigCorners_281,bfs,"450",45
bigCorners_281,astar,"138",45
bigCorners_281,ucs,"450",45
bigCorners_281,mm,"167",45
bigCorners_281,mm0,"206",45
bigCorners_282,dfs,"473",114
bigCorners_282,bfs,"450",46
bigCorners_282,astar,"145",46
bigCorners_282,ucs,"450",46
bigCorners_282,mm,"168",46
bigCorners_282,mm0,"206",46
bigCorners_283,dfs,"474",115
bigCorners_283,bfs,"450",47
bigCorners_283,astar,"146",47
bigCorners_283,ucs,"450",47
bigCorners_283,mm,"182",47
bigCorners_283,mm0,"211",47
bigCorners_284,dfs,"475",116
bigCorners_284,bfs,"450",48
bigCorners_284,astar,"147",48
bigCorners_284,ucs,"450",48
bigCorners_284,mm,"182",48
bigCorners_284,mm0,"211",48
bigCorners_285,dfs,"476",117
bigCorners_285,bfs,"450",49
bigCorners_285,astar,"147",49
bigCorners_285,ucs,"450",49
bigCorners_285,mm,"188",49
bigCorners_285,mm0,"217",49
bigCorners_286,dfs,"477",118
bigCorners_286,bfs,"450",50
bigCorners_286,astar,"147",50
bigCorners_286,ucs,"450",50
bigCorners_286,mm,"187",50
bigCorners_286,mm0,"217",50
bigCorners_287,dfs,"450",100
bigCorners_287,bfs,"544",76
bigCorners_287,astar,"327",76
bigCorners_287,ucs,"544",76
bigCorners_287,mm,"423",76
bigCorners_287,mm0,"477",76
bigCorners_288,dfs,"450",86
bigCorners_288,bfs,"651",86
bigCorners_288,astar,"280",86
bigCorners_288,ucs,"651",86
bigCorners_288,mm,"478",86
bigCorners_288,mm0,"533",86
bigCorners_289,dfs,"448",111
bigCorners_289,bfs,"651",85
bigCorners_289,astar,"280",85
bigCorners_289,ucs,"651",85
bigCorners_289,mm,"479",85
bigCorners_289,mm0,"534",85
bigCorners_29,dfs,"283",84
bigCorners_29,bfs,"587",68
bigCorners_29,astar,"302",68
bigCorners_29,ucs,"587",68
bigCorners_29,mm,"318",68
bigCorners_29,mm0,"466",68
bigCorners_290,dfs,"446",112
bigCorners_290,bfs,"651",84
bigCorners_290,astar,"280",84
bigCorners_290,ucs,"651",84
bigCorners_290,mm,"463",84
bigCorners_290,mm0,"526",84
bigCorners_291,dfs,"370",138
bigCorners_291,bfs,"593",58
bigCorners_291,astar,"149",58
bigCorners_291,ucs,"593",58
bigCorners_291,mm,"171",58
bigCorners_291,mm0,"259",58
bigCorners_292,dfs,"454",60
bigCorners_292,bfs,"616",60
bigCorners_292,astar,"151",60
bigCorners_292,ucs,"616",60
bigCorners_292,mm,"176",60
bigCorners_292,mm0,"278",60
bigCorners_293,dfs,"452",62
bigCorners_293,bfs,"649",62
bigCorners_293,astar,"157",62
bigCorners_293,ucs,"649",62
bigCorners_293,mm,"182",62
bigCorners_293,mm0,"326",62
bigCorners_294,dfs,"426",147
bigCorners_294,bfs,"219",23
bigCorners_294,astar,"31",23
bigCorners_294,ucs,"219",23
bigCorners_294,mm,"31",23
bigCorners_294,mm0,"75",23
bigCorners_295,dfs,"531",89
bigCorners_295,bfs,"285",25
bigCorners_295,astar,"49",25
bigCorners_295,ucs,"285",25
bigCorners_295,mm,"56",25
bigCorners_295,mm0,"107",25
bigCorners_296,dfs,"423",153
bigCorners_296,bfs,"289",29
bigCorners_296,astar,"53",29
bigCorners_296,ucs,"289",29
bigCorners_296,mm,"63",29
bigCorners_296,mm0,"104",29
bigCorners_297,dfs,"494",131
bigCorners_297,bfs,"365",43
bigCorners_297,astar,"101",43
bigCorners_297,ucs,"365",43
bigCorners_297,mm,"123",43
bigCorners_297,mm0,"156",43
bigCorners_298,dfs,"496",125
bigCorners_298,bfs,"359",35
bigCorners_298,astar,"94",35
bigCorners_298,ucs,"359",35
bigCorners_298,mm,"97",35
bigCorners_298,mm0,"164",35
bigCorners_299,dfs,"528",104
bigCorners_299,bfs,"371",36
bigCorners_299,astar,"100",36
bigCorners_299,ucs,"371",36
bigCorners_299,mm,"105",36
bigCorners_299,mm0,"165",36
bigCorners_3,dfs,"445",117
bigCorners_3,bfs,"427",43
bigCorners_3,astar,"99",43
bigCorners_3,ucs,"427",43
bigCorners_3,mm,"100",43
bigCorners_3,mm0,"200",43
bigCorners_30,dfs,"284",85
bigCorners_30,bfs,"604",69
bigCorners_30,astar,"304",69
bigCorners_30,ucs,"604",69
bigCorners_30,mm,"315",69
bigCorners_30,mm0,"477",69
bigCorners_300,dfs,"528",108
bigCorners_300,bfs,"401",38
bigCorners_300,astar,"105",38
bigCorners_300,ucs,"401",38
bigCorners_300,mm,"117",38
bigCorners_300,mm0,"176",38
bigCorners_301,dfs,"528",107
bigCorners_301,bfs,"416",39
bigCorners_301,astar,"108",39
bigCorners_301,ucs,"416",39
bigCorners_301,mm,"125",39
bigCorners_301,mm0,"184",39
bigCorners_302,dfs,"528",107
bigCorners_302,bfs,"444",43
bigCorners_302,astar,"126",43
bigCorners_302,ucs,"444",43
bigCorners_302,mm,"152",43
bigCorners_302,mm0,"199",43
bigCorners_303,dfs,"524",111
bigCorners_303,bfs,"444",47
bigCorners_303,astar,"144",47
bigCorners_303,ucs,"444",47
bigCorners_303,mm,"180",47
bigCorners_303,mm0,"208",47
bigCorners_304,dfs,"450",99
bigCorners_304,bfs,"544",77
bigCorners_304,astar,"328",77
bigCorners_304,ucs,"544",77
bigCorners_304,mm,"443",77
bigCorners_304,mm0,"483",77
bigCorners_305,dfs,"448",109
bigCorners_305,bfs,"651",87
bigCorners_305,astar,"435",87
bigCorners_305,ucs,"651",87
bigCorners_305,mm,"549",87
bigCorners_305,mm0,"548",87
bigCorners_306,dfs,"448",113
bigCorners_306,bfs,"651",85
bigCorners_306,astar,"280",85
bigCorners_306,ucs,"651",85
bigCorners_306,mm,"479",85
bigCorners_306,mm0,"534",85
bigCorners_307,dfs,"369",137
bigCorners_307,bfs,"593",57
bigCorners_307,astar,"149",57
bigCorners_307,ucs,"593",57
bigCorners_307,mm,"173",57
bigCorners_307,mm0,"259",57
bigCorners_308,dfs,"453",59
bigCorners_308,bfs,"616",59
bigCorners_308,astar,"151",59
bigCorners_308,ucs,"616",59
bigCorners_308,mm,"177",59
bigCorners_308,mm0,"282",59
bigCorners_309,dfs,"452",61
bigCorners_309,bfs,"645",61
bigCorners_309,astar,"156",61
bigCorners_309,ucs,"645",61
bigCorners_309,mm,"182",61
bigCorners_309,mm0,"318",61
bigCorners_31,dfs,"285",86
bigCorners_31,bfs,"621",70
bigCorners_31,astar,"322",70
bigCorners_31,ucs,"621",70
bigCorners_31,mm,"369",70
bigCorners_31,mm0,"478",70
bigCorners_310,dfs,"426",146
bigCorners_310,bfs,"209",22
bigCorners_310,astar,"30",22
bigCorners_310,ucs,"209",22
bigCorners_310,mm,"30",22
bigCorners_310,mm0,"69",22
bigCorners_311,dfs,"531",88
bigCorners_311,bfs,"276",24
bigCorners_311,astar,"47",24
bigCorners_311,ucs,"276",24
bigCorners_311,mm,"54",24
bigCorners_311,mm0,"97",24
bigCorners_312,dfs,"423",154
bigCorners_312,bfs,"289",30
bigCorners_312,astar,"53",30
bigCorners_312,ucs,"289",30
bigCorners_312,mm,"63",30
bigCorners_312,mm0,"96",30
bigCorners_313,dfs,"494",132
bigCorners_313,bfs,"365",44
bigCorners_313,astar,"101",44
bigCorners_313,ucs,"365",44
bigCorners_313,mm,"122",44
bigCorners_313,mm0,"155",44
bigCorners_314,dfs,"528",102
bigCorners_314,bfs,"347",34
bigCorners_314,astar,"88",34
bigCorners_314,ucs,"347",34
bigCorners_314,mm,"87",34
bigCorners_314,mm0,"156",34
bigCorners_315,dfs,"528",105
bigCorners_315,bfs,"385",37
bigCorners_315,astar,"103",37
bigCorners_315,ucs,"385",37
bigCorners_315,mm,"114",37
bigCorners_315,mm0,"176",37
bigCorners_316,dfs,"528",106
bigCorners_316,bfs,"401",38
bigCorners_316,astar,"105",38
bigCorners_316,ucs,"401",38
bigCorners_316,mm,"111",38
bigCorners_316,mm0,"176",38
bigCorners_317,dfs,N/A,N/A
bigCorners_317,bfs,N/A,N/A
bigCorners_317,astar,N/A,N/A
bigCorners_317,ucs,N/A,N/A
bigCorners_317,mm,"1",999999
bigCorners_317,mm0,"1",999999
bigCorners_318,dfs,"528",106
bigCorners_318,bfs,"432",42
bigCorners_318,astar,"122",42
bigCorners_318,ucs,"432",42
bigCorners_318,mm,"132",42
bigCorners_318,mm0,"188",42
bigCorners_319,dfs,N/A,N/A
bigCorners_319,bfs,N/A,N/A
bigCorners_319,astar,N/A,N/A
bigCorners_319,ucs,N/A,N/A
bigCorners_319,mm,"1",999999
bigCorners_319,mm0,"1",999999
bigCorners_32,dfs,"362",132
bigCorners_32,bfs,"634",76
bigCorners_32,astar,"383",76
bigCorners_32,ucs,"634",76
bigCorners_32,mm,"379",76
bigCorners_32,mm0,"504",76
bigCorners_320,dfs,"524",110
bigCorners_320,bfs,"432",46
bigCorners_320,astar,"141",46
bigCorners_320,ucs,"432",46
bigCorners_320,mm,"157",46
bigCorners_320,mm0,"194",46
bigCorners_321,dfs,"450",100
